study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_81,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,106.3326572,NA,1.1,0.041392685,1.032280115,NA,NA,NA,NA,NA,Positive,1,NA,NA,73.27,73.27,NA,NA,NA,NA,yes,YR,2020-Apr-28
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_82,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,259.0200205,NA,2.6,0.414973348,1.375068867,NA,NA,NA,NA,NA,Positive,1,NA,NA,111.17,111.17,NA,NA,NA,NA,yes,AB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_83,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,120.2264435,NA,1.2,0.079181246,1.062658569,NA,NA,NA,NA,NA,Positive,1,NA,NA,86.15,86.15,NA,NA,NA,NA,yes,AT,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_84,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,BH,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_85,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,113.45,113.45,NA,NA,NA,NA,yes,CE,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_86,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,79.33,79.33,NA,NA,NA,NA,yes,JR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_87,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,153.6974516,NA,1.5,0.176091259,1.144714243,NA,NA,NA,NA,NA,Positive,1,NA,NA,210.11,210.11,NA,NA,NA,NA,yes,NP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_88,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,145.29,145.29,NA,NA,NA,NA,yes,VIP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_89,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,141.88,141.88,NA,NA,NA,NA,yes,WB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_90,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,76.3,76.3,NA,NA,NA,NA,yes,YR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_82,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,111.17,111.17,NA,NA,NA,NA,yes,AB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_83,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,259.0200205,NA,2.6,0.414973348,1.375068867,NA,NA,NA,NA,NA,Positive,1,NA,NA,86.15,86.15,NA,NA,NA,NA,yes,AT,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_84,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,BH,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_85,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,184.7849797,NA,1.8,0.255272505,1.216440399,NA,NA,NA,NA,NA,Positive,1,NA,NA,113.45,113.45,NA,NA,NA,NA,yes,CE,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_86,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,79.33,79.33,NA,NA,NA,NA,yes,JR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_87,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,267.0955588,NA,2.7,0.431363764,1.39247665,NA,NA,NA,NA,NA,Positive,1,NA,NA,210.11,210.11,NA,NA,NA,NA,yes,NP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_88,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,149.0504643,NA,1.5,0.176091259,1.144714243,NA,NA,NA,NA,NA,Positive,1,NA,NA,145.29,145.29,NA,NA,NA,NA,yes,VIP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_89,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,141.88,141.88,NA,NA,NA,NA,yes,WB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_90,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,76.3,76.3,NA,NA,NA,NA,yes,YR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_82,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,111.17,111.17,NA,NA,NA,NA,yes,AB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_83,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,311.4105584,NA,3.1,0.491361694,1.458099736,NA,NA,NA,NA,NA,Positive,1,NA,NA,86.15,86.15,NA,NA,NA,NA,yes,AT,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_84,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,BH,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_85,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,140.1737418,NA,1.4,0.146128036,1.118688942,NA,NA,NA,NA,NA,Positive,1,NA,NA,113.45,113.45,NA,NA,NA,NA,yes,CE,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_86,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,79.33,79.33,NA,NA,NA,NA,yes,JR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_87,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,210.11,210.11,NA,NA,NA,NA,yes,NP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_88,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,145.29,145.29,NA,NA,NA,NA,yes,VIP,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_89,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,141.88,141.88,NA,NA,NA,NA,yes,WB,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_90,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,76.3,76.3,NA,NA,NA,NA,yes,YR,2020-May-05
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_91,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,502.6882121,NA,5,0.698970004,1.709975947,NA,NA,NA,NA,NA,Positive,1,NA,NA,143.01,143.01,NA,NA,NA,NA,yes,AB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_92,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,AT,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_93,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,108.9,108.9,NA,NA,NA,NA,yes,BH,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_94,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,139.98,139.98,NA,NA,NA,NA,yes,CE,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_95,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,384.0745978,NA,3.8,0.579783597,1.560490751,NA,NA,NA,NA,NA,Positive,1,NA,NA,99.8,99.8,NA,NA,NA,NA,yes,JR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_96,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,239.11,239.11,NA,NA,NA,NA,yes,NP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_97,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,566.5611008,NA,5.7,0.755874856,1.786315988,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.13,177.13,NA,NA,NA,NA,yes,VIP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_98,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,361.7775043,NA,3.6,0.556302501,1.532618865,NA,NA,NA,NA,NA,Positive,1,NA,NA,182.25,182.25,NA,NA,NA,NA,yes,WB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_99,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,YR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_91,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,518,NA,5.2,0.716003344,1.732478211,NA,NA,NA,NA,NA,Positive,1,NA,NA,143.01,143.01,NA,NA,NA,NA,yes,AB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_92,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,384,NA,3.8,0.579783597,1.560490751,NA,NA,NA,NA,NA,Positive,1,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,AT,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_93,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,108.9,108.9,NA,NA,NA,NA,yes,BH,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_94,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,131,NA,1.3,0.113943352,1.091392883,NA,NA,NA,NA,NA,Positive,1,NA,NA,139.98,139.98,NA,NA,NA,NA,yes,CE,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_95,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,658,NA,6.6,0.819543936,1.875777455,NA,NA,NA,NA,NA,Positive,1,NA,NA,99.8,99.8,NA,NA,NA,NA,yes,JR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_96,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,171,NA,1.7,0.230448921,1.193483192,NA,NA,NA,NA,NA,Positive,1,NA,NA,239.11,239.11,NA,NA,NA,NA,yes,NP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_97,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,971,NA,9.7,0.986771734,2.132671236,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.13,177.13,NA,NA,NA,NA,yes,VIP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_98,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,293,NA,2.9,0.462397998,1.426043147,NA,NA,NA,NA,NA,Positive,1,NA,NA,182.25,182.25,NA,NA,NA,NA,yes,WB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_99,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,YR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_91,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,787,NA,7.9,0.897627091,1.991631701,NA,NA,NA,NA,NA,Positive,1,NA,NA,143.01,143.01,NA,NA,NA,NA,yes,AB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_92,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,302,NA,3,0.477121255,1.44224957,NA,NA,NA,NA,NA,Positive,1,NA,NA,138.46,138.46,NA,NA,NA,NA,yes,AT,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_93,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,108.9,108.9,NA,NA,NA,NA,yes,BH,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_94,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,127,NA,1.3,0.113943352,1.091392883,NA,NA,NA,NA,NA,Positive,1,NA,NA,139.98,139.98,NA,NA,NA,NA,yes,CE,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_95,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,199,NA,2,0.301029996,1.25992105,NA,NA,NA,NA,NA,Positive,1,NA,NA,99.8,99.8,NA,NA,NA,NA,yes,JR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_96,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,239.11,239.11,NA,NA,NA,NA,yes,NP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_97,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,620,NA,6.2,0.792391689,1.83709055,NA,NA,NA,NA,NA,Positive,1,NA,NA,177.13,177.13,NA,NA,NA,NA,yes,VIP,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_98,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,193,NA,1.9,0.278753601,1.23856233,NA,NA,NA,NA,NA,Positive,1,NA,NA,182.25,182.25,NA,NA,NA,NA,yes,WB,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_99,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N3,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,88.43,88.43,NA,NA,NA,NA,yes,YR,2020-May-14
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_100,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,231.01297,NA,2.3,0.361727836,1.320006122,NA,NA,NA,NA,NA,Positive,1,NA,NA,154.39,154.39,NA,NA,NA,NA,yes,AB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_101,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,149.84,149.84,NA,NA,NA,NA,yes,AT,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_102,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,115.72,115.72,NA,NA,NA,NA,yes,BH,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_103,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,151.35,151.35,NA,NA,NA,NA,yes,CE,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_104,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,311.5347476,NA,3.1,0.491361694,1.458099736,NA,NA,NA,NA,NA,Positive,1,NA,NA,106.62,106.62,NA,NA,NA,NA,yes,JR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_105,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,267.54,267.54,NA,NA,NA,NA,yes,NP,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_106,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,340.7748478,NA,3.4,0.531478917,1.503694596,NA,NA,NA,NA,NA,Positive,1,NA,NA,193.81,193.81,NA,NA,NA,NA,yes,VIP,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_107,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,190.78,190.78,NA,NA,NA,NA,yes,WB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_108,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,91.46,91.46,NA,NA,NA,NA,yes,YR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_100,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,312,NA,3.1,0.491361694,1.458099736,NA,NA,NA,NA,NA,Positive,1,NA,NA,154.39,154.39,NA,NA,NA,NA,yes,AB,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_101,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,120,NA,1.2,0.079181246,1.062658569,NA,NA,NA,NA,NA,Positive,1,NA,NA,149.84,149.84,NA,NA,NA,NA,yes,AT,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_102,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,115.72,115.72,NA,NA,NA,NA,yes,BH,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_103,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,139,NA,1.4,0.146128036,1.118688942,NA,NA,NA,NA,NA,Positive,1,NA,NA,151.35,151.35,NA,NA,NA,NA,yes,CE,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_104,WWTP,Influent,Composite,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,550,NA,5.5,0.740362689,1.765174168,NA,NA,NA,NA,NA,Positive,1,NA,NA,106.62,106.62,NA,NA,NA,NA,yes,JR,2020-May-20
20,COVID-19 surveillance in Southeastern Virginia using wastewater-based epidemiology,"Gonzalez, R et al.",2020,S20_105,WWTP,Influent,Grab,S,100,NA,PS Hollow fiber concentrating pipette,NucliSENS easyMAG,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NA,Negative,0,NA,NA,267.54,267.54,NA,NA,NA,NA,yes,NP,2020-May-20
